,Year,Week_Nr,Open,High,Low,Volume,Close/Last
1257,2019,18,373.68,374.5753,369.115,3764911,371.83
1256,2019,18,369.56,374.5,368.348,3863973,370.54
1255,2019,18,374.0,385.99,373.1746,9257284,378.81
1254,2019,18,378.0,383.5,374.51,5398167,379.06
1253,2019,18,381.53,385.03,378.2717,5130301,385.03
1252,2019,19,377.69,381.35,376.0,5793144,378.67
1251,2019,19,377.0,379.91,365.81,6974924,370.46
1250,2019,19,367.92,369.0,361.36,6571957,364.37
1249,2019,19,360.9,364.2,352.75,5882572,362.75
1248,2019,19,361.62,365.2578,353.06,5657123,361.04
1247,2019,20,352.29,354.26,343.1,8026697,345.26
1246,2019,20,348.71,349.95,342.5,5353029,345.61
1245,2019,20,343.34,356.5,341.39,6340118,354.99
1244,2019,20,356.37,364.0,353.935,6441463,359.31
1243,2019,20,356.39,359.62,353.785,4725448,354.45
1242,2019,21,351.23,352.418,345.4,4621515,348.11
1241,2019,21,350.95,356.425,349.93,4026369,354.27
1240,2019,21,358.01,370.46,357.3,6229389,359.73
1239,2019,21,355.5,357.42,347.7,5630443,352.21
1238,2019,21,355.41,359.44,353.791,3830963,354.39
1237,2019,22,354.39,361.2,353.64,4717144,354.78
1236,2019,22,353.6,353.8476,345.9,5658913,349.19
1235,2019,22,350.55,354.21,348.3,4008042,351.85
1234,2019,22,347.22,349.34,342.92,5023449,343.28
1233,2019,23,343.56,347.66,332.65,7849589,336.63
1232,2019,23,345.0,353.61,343.25,7891632,353.4
1231,2019,23,354.38,357.88,348.71,5020081,355.73
1230,2019,23,354.84,358.21,352.09,3709955,357.13
1229,2019,23,357.39,365.15,355.69,4777321,360.87
1228,2019,24,363.65,367.1,349.285,7810261,352.01
1227,2019,24,355.0,357.58,348.5,5396712,351.27
1226,2019,24,351.82,353.61,343.23,4584704,345.56
1225,2019,24,347.23,348.5,339.25,6209347,343.43
1224,2019,24,341.63,343.4,336.155,5019011,339.73
1223,2019,25,342.69,351.77,342.06,5358219,350.62
1222,2019,25,355.57,361.5,353.75,5428542,357.12
1221,2019,25,361.72,364.74,356.12,5667156,363.52
1220,2019,25,365.91,370.12,361.215,5899467,365.21
1219,2019,25,365.0,371.45,365.0,7448356,369.21
1218,2019,26,370.27,375.0,370.2,4830240,371.04
1217,2019,26,370.75,370.9994,358.29,5750383,360.3
1216,2019,26,361.6,366.79,361.6,3669677,362.2
1215,2019,26,363.2,370.85,363.2,4138575,370.02
1214,2019,26,370.26,371.5448,364.87,4592706,367.32
1213,2019,27,373.5,376.66,372.0,5001518,374.6
1212,2019,27,374.89,376.0,370.31,3628962,375.43
1211,2019,27,376.69,381.99,375.84,3799009,381.72
1210,2019,27,378.29,381.4,375.555,3732162,380.55
1209,2019,28,378.19,378.25,375.36,3113402,376.16
1208,2019,28,379.06,384.76,377.5,6932822,379.93
1207,2019,28,382.77,384.3399,377.4,5878790,381.0
1206,2019,28,381.1,384.54,378.8,4336287,379.5
1205,2019,28,378.68,379.7375,372.7917,6636937,373.25
1204,2019,29,372.94,373.68,362.3,7944680,366.6
1203,2019,29,370.09,371.34,364.92,5863222,365.99
1202,2019,29,366.25,366.5,361.75,13639540,362.44
1201,2019,29,323.76,329.85,320.3,31305900,325.21
1200,2019,29,323.4,325.85,314.23,16302480,315.1
1199,2019,30,312.0,314.54,305.81,17725330,310.62
1198,2019,30,311.44,313.5,306.0,9171068,307.3
1197,2019,30,310.51,319.99,307.25,11961820,317.94
1196,2019,30,318.86,327.69,316.3,10798500,326.46
1195,2019,30,328.79,336.0,327.5,10847500,335.78
1194,2019,31,335.98,336.4,328.77,5782817,332.7
1193,2019,31,329.2,329.65,323.23,6029320,325.93
1192,2019,31,325.16,331.77,318.53,6259494,322.99
1191,2019,31,324.25,328.58,318.735,6563156,319.5
1190,2019,31,317.49,319.41,311.8,6280343,318.83
1189,2019,32,310.96,313.4179,304.677,8692485,307.63
1188,2019,32,310.58,311.88,305.3,6179090,310.1
1187,2019,32,302.56,305.0,296.8126,9322433,304.29
1186,2019,32,311.03,316.3648,306.63,5905865,315.9
1185,2019,32,313.74,316.64,305.68,5349059,308.93
1184,2019,33,305.46,312.89,303.24,6531722,310.83
1183,2019,33,309.77,316.43,308.16,5338761,312.28
1182,2019,33,308.01,308.41,298.005,7355753,299.11
1181,2019,33,299.5,300.63,288.0,9683384,295.76
1180,2019,33,298.86,303.55,296.27,7090757,302.8
1179,2019,34,306.25,311.75,304.75,4951733,309.38
1178,2019,34,304.57,305.0,297.6811,7352162,298.99
1177,2019,34,301.61,302.88,296.2,5689746,297.81
1176,2019,34,298.65,300.33,293.15,4977042,296.93
1175,2019,34,295.0,299.01,290.32,6331189,291.44
1174,2019,35,295.24,296.95,292.5,4696982,294.98
1173,2019,35,294.54,296.77,287.1968,6314559,291.03
1172,2019,35,289.47,292.82,287.75,3958043,291.77
1171,2019,35,295.0,299.93,294.99,4392532,296.78
1170,2019,35,298.78,298.94,290.85,4447990,293.75
1169,2019,36,290.82,293.9,288.06,3684177,289.29
1168,2019,36,291.25,292.38,286.51,4653665,291.52
1167,2019,36,285.32,293.97,282.785,8972356,293.25
1166,2019,36,293.35,293.35,287.03,5166556,290.17
1165,2019,37,294.81,301.55,290.6,8232744,294.34
1164,2019,37,291.16,297.17,282.6629,12320250,287.99
1163,2019,37,285.7,292.65,284.61,7405949,288.27
1162,2019,37,288.1,292.73,286.6,5010927,288.86
1161,2019,37,290.61,296.62,290.04,6583124,294.15
1160,2019,38,294.23,297.43,289.78,5307386,294.29
1159,2019,38,294.5,299.15,291.79,4817119,298.6
1158,2019,38,294.99,296.05,287.45,7841539,291.56
1157,2019,38,291.56,293.81,283.4,8545761,286.6
1156,2019,38,280.26,282.5,266.0,23954190,270.75
1155,2019,39,268.345,273.39,261.89,13610290,265.92
1154,2019,39,262.5,265.0,252.28,16392810,254.59
1153,2019,39,255.71,266.6,253.7,11846750,264.75
1152,2019,39,266.42,268.05,260.2,7696858,263.31
1151,2019,39,266.175,267.44,260.39,7367491,263.08
1150,2019,40,264.0,268.88,262.78,6823100,267.62
1149,2019,40,267.35,272.2,264.03,8786284,269.58
1148,2019,40,263.61,269.35,262.19,7773299,268.03
1147,2019,40,267.78,268.843,257.01,9068810,268.15
1146,2019,40,268.2,275.4846,266.47,9992774,272.79
1145,2019,41,271.99,276.68,271.28,6796811,274.46
1144,2019,41,273.03,275.53,270.6427,6302269,270.72
1143,2019,41,270.02,271.0,264.57,6843488,267.53
1142,2019,41,265.97,280.53,265.0337,10961190,280.48
1141,2019,41,284.8,287.87,275.8947,8817301,282.93
1140,2019,42,283.93,286.93,282.0,5543120,285.53
1139,2019,42,283.82,285.87,279.4,7728161,284.25
1138,2019,42,283.12,288.17,280.7431,18413340,286.28
1137,2019,42,304.49,308.75,288.3001,38462340,293.35
1136,2019,42,289.36,290.9,273.36,23449640,275.3
1135,2019,43,272.89,279.9399,269.0,12633960,278.05
1134,2019,43,271.159,275.41,265.8,11865590,266.69
1133,2019,43,268.06,273.92,266.63,7154430,271.27
1132,2019,43,271.81,274.02,268.8,4911033,271.5
1131,2019,43,270.68,277.77,270.18,4747829,276.82
1130,2019,44,278.05,285.75,277.35,6248433,281.86
1129,2019,44,281.87,284.41,277.545,4356181,281.21
1128,2019,44,284.34,293.49,283.0,9345562,291.45
1127,2019,44,291.0,291.45,284.78,5090021,287.41
1126,2019,44,288.7,289.12,283.02,5594293,286.81
1125,2019,45,288.0,295.39,287.16,5566213,292.86
1124,2019,45,289.99,291.19,286.31,4062370,288.03
1123,2019,45,288.19,290.56,285.84,3438257,288.59
1122,2019,45,290.7,298.19,288.2679,5928471,289.57
1121,2019,45,288.73,293.99,287.505,4509588,291.57
1120,2019,46,289.16,296.36,288.5,3945885,294.18
1119,2019,46,295.32,295.345,288.7,5774833,292.01
1118,2019,46,291.03,293.41,281.14,9233066,283.11
1117,2019,46,283.25,290.63,283.22,6539771,289.62
1116,2019,46,290.59,295.8186,287.568,6337779,295.03
1115,2019,47,296.0,304.99,293.28,8621566,302.57
1114,2019,47,304.01,305.6699,298.5201,5919710,302.6
1113,2019,47,301.01,308.25,301.0,5115546,305.16
1112,2019,47,306.0,312.69,304.2622,7488373,311.69
1111,2019,47,309.1,311.4,304.41,5970056,310.48
1110,2019,48,308.83,315.73,305.25,7878943,315.55
1109,2019,48,315.0,316.5,311.69,5328348,312.49
1108,2019,48,313.93,316.82,312.75,4100975,315.93
1107,2019,48,315.78,316.62,313.34,2411749,314.66
1106,2019,49,314.39,314.39,303.75,6223135,309.99
1105,2019,49,302.22,307.36,301.88,5272447,306.16
1104,2019,49,308.43,308.43,303.2727,3513551,304.32
1103,2019,49,305.27,306.48,298.81,4618867,302.86
1102,2019,49,304.7,307.8495,302.6,4459684,307.35
1101,2019,50,307.35,311.49,302.44,5766006,302.5
1100,2019,50,296.12,298.94,292.02,10481240,293.12
1099,2019,50,294.49,299.43,294.2,5607155,298.93
1098,2019,50,295.67,299.165,295.06,4771404,298.44
1097,2019,50,298.5,301.8,297.25,3883069,298.5
1096,2019,51,300.85,305.71,298.63,4660166,304.21
1095,2019,51,307.36,316.8,306.6,10437130,315.48
1094,2019,51,316.26,325.36,315.6,11210740,320.8
1093,2019,51,324.5,332.83,324.18,9833355,332.22
1092,2019,51,335.0,338.0,330.6,9923260,336.9
1091,2019,52,337.76,337.95,331.0201,5767937,333.1
1090,2019,52,334.01,335.7,331.6,2019322,333.2
1089,2019,52,334.6,336.4623,332.01,3595854,332.63
1088,2019,52,332.96,333.82,326.01,5037156,329.09
1087,2019,1,329.08,329.185,322.86,4315267,323.31
1086,2019,1,322.0,324.916,321.09,3714837,323.57
1085,2020,1,326.1,329.98,324.78,4348493,329.81
1084,2020,1,326.78,329.8599,325.53,3795466,325.9
1083,2020,2,323.12,336.36,321.2,5668577,335.83
1082,2020,2,336.47,336.7,330.3,4742458,330.75
1081,2020,2,331.49,342.7,331.05,7109117,339.26
1080,2020,2,342.0,343.4196,334.6101,4717430,335.66
1079,2020,2,337.13,338.5,327.27,4720540,329.05
1078,2020,3,331.8,340.85,331.51,6296174,338.92
1077,2020,3,344.4,345.38,335.52,7201544,338.69
1076,2020,3,338.68,343.17,336.6,5158035,339.07
1075,2020,3,343.5,343.555,335.85,5015997,338.62
1074,2020,3,341.0,341.57,337.38,6066547,339.67
1073,2020,4,340.0,341.0,332.59,14350320,338.11
1072,2020,4,332.55,336.3,323.6,21729960,326.0
1071,2020,4,326.04,349.88,325.01,18200290,349.6
1070,2020,4,348.46,359.85,345.88,17939680,353.16
1069,2020,5,345.95,351.9,341.02,7709482,342.88
1068,2020,5,345.88,352.4,342.78,6821581,348.52
1067,2020,5,349.0,349.4,338.55,7649183,343.16
1066,2020,5,341.1,348.2,339.25,5328136,347.74
1065,2020,5,347.39,347.39,340.98,5230001,345.09
1064,2020,6,347.24,359.63,346.28,6674885,358.0
1063,2020,6,361.0,369.57,356.0964,7161451,369.01
1062,2020,6,375.125,375.25,362.3,6437026,369.67
1061,2020,6,369.6,371.5499,362.505,3920428,366.95
1060,2020,6,365.04,371.8,363.57,4385227,366.77
1059,2020,7,365.0,374.8,362.52,5294138,371.07
1058,2020,7,373.75,378.11,369.72,4772870,373.69
1057,2020,7,377.18,380.62,375.88,4624772,380.01
1056,2020,7,376.96,385.37,376.51,4485383,381.4
1055,2020,7,381.47,385.15,379.4342,3736266,380.4
1054,2020,8,379.3,389.54,379.19,5180400,387.78
1053,2020,8,388.12,392.95,384.9,4896368,386.19
1052,2020,8,386.56,389.7,376.68,4079425,386.0
1051,2020,8,385.33,387.32,377.9008,3935618,380.07
1050,2020,9,364.76,372.82,361.0,6936418,368.7
1049,2020,9,372.0,375.65,357.72,6481243,360.09
1048,2020,9,366.31,382.0,365.0,8961126,379.24
1047,2020,9,371.46,391.5624,370.5962,10967700,371.71
1046,2020,9,364.21,376.77,356.8,11178570,369.03
1045,2020,10,373.11,381.36,364.502,6997891,381.05
1044,2020,10,381.03,393.52,367.4,8364623,368.77
1043,2020,10,377.77,384.01,370.51,5487340,383.79
1042,2020,10,381.0,391.4,368.6401,8746985,372.78
1041,2020,10,367.7,371.31,356.85,8147165,368.97
1040,2020,11,343.86,357.47,341.7209,7405458,346.49
1039,2020,11,356.425,364.54,347.85,7604444,364.13
1038,2020,11,358.92,362.98,344.79,6058782,349.92
1037,2020,11,326.5,335.72,307.32,12071590,315.25
1036,2020,11,330.51,336.42,307.39,9458197,336.295
1035,2020,12,306.63,334.35,294.75,10559940,298.84
1034,2020,12,306.19,322.9,290.25,10013910,319.75
1033,2020,12,302.395,331.5794,300.0,12593650,315.47
1032,2020,12,324.33,348.51,316.82,10615960,332.03
1031,2020,12,342.31,350.49,332.0,10853850,332.83
1030,2020,13,347.89,366.11,340.8838,13449380,360.27
1029,2020,13,369.99,372.93,353.0301,11638680,357.32
1028,2020,13,361.02,362.0,339.17,8767171,342.39
1027,2020,13,344.0,363.84,341.73,7235016,362.99
1026,2020,13,359.09,368.56,353.0,7948775,357.12
1025,2020,14,363.0,377.8,361.17,8621964,370.96
1024,2020,14,367.93,383.01,366.44,9366464,375.5
1023,2020,14,376.05,380.233,361.02,6672454,364.08
1022,2020,14,364.08,370.99,360.06,4592477,370.08
1021,2020,14,367.47,370.9,357.51,4860768,361.76
1020,2020,15,365.22,380.29,361.71,8183921,379.96
1019,2020,15,380.0,381.33,369.34,7046438,372.28
1018,2020,15,374.01,378.39,368.31,6908879,371.12
1017,2020,15,371.06,372.1,363.03,7711296,370.72
1016,2020,16,371.31,400.51,367.7003,11692920,396.72
1015,2020,16,397.5,417.82,394.8468,11580980,413.55
1014,2020,16,413.0,434.98,412.25,13561220,426.75
1013,2020,16,437.0,449.52,431.61,16128670,439.17
1012,2020,16,431.0,432.0,414.695,12616260,422.96
1011,2020,17,435.17,444.49,430.56,12655820,437.49
1010,2020,17,444.77,447.0,425.6,23177550,433.83
1009,2020,17,429.725,433.0,413.0,21123770,421.42
1008,2020,17,419.26,438.413,419.26,13952330,426.7
1007,2020,17,425.0,427.17,415.88,8670362,424.99
1006,2020,18,425.0,429.0,420.84,6277480,421.38
1005,2020,18,419.99,421.0,402.9101,10101230,403.83
1004,2020,18,399.53,415.86,393.6,9693137,411.89
1003,2020,18,410.31,424.44,408.0,7953975,419.85
1002,2020,18,415.1,427.97,411.73,8299858,415.27
1001,2020,19,417.78,428.54,414.87,7799058,428.15
1000,2020,19,427.555,431.0,421.56,6286293,424.68
999,2020,19,429.3,439.77,426.385,6660737,434.26
998,2020,19,436.89,438.88,430.66,5650281,436.53
997,2020,19,434.14,442.0,433.6389,5054308,435.55
996,2020,20,436.33,444.8899,435.56,5486037,440.52
995,2020,20,442.0,444.17,431.36,4598211,431.82
994,2020,20,435.69,447.0,427.27,7014563,438.27
993,2020,20,444.9,452.38,432.82,9007467,441.95
992,2020,20,440.7,455.0,437.51,7243998,454.19
991,2020,21,451.16,456.36,443.35,7780309,452.58
990,2020,21,453.397,458.97,450.465,4810487,451.04
989,2020,21,454.25,455.81,444.0,5607257,447.67
988,2020,21,448.56,448.96,430.25,9117325,436.25
987,2020,21,437.0,439.09,427.18,5422334,429.32
986,2020,22,427.77,428.5,413.14,7881115,414.77
985,2020,22,410.38,420.02,397.86,10446340,419.89
984,2020,22,417.24,422.3717,411.5,5660160,413.44
983,2020,22,417.46,420.295,411.85,5270484,419.73
982,2020,23,418.83,426.72,415.98,3748573,425.92
981,2020,23,425.87,427.59,419.46,3494801,427.31
980,2020,23,426.95,427.1,418.05,4316044,421.97
979,2020,23,422.39,428.71,410.03,5410529,414.33
978,2020,23,407.29,420.2392,404.25,5099561,419.6
977,2020,24,416.0,420.8,406.5,5851453,419.49
976,2020,24,421.65,434.73,420.31,6796999,434.05
975,2020,24,436.0,439.69,430.55,4896893,434.48
974,2020,24,428.2,445.57,424.1601,7462868,425.56
973,2020,24,429.0,434.06,412.45,6461127,418.07
972,2020,25,421.4,426.49,415.4238,4471499,425.5
971,2020,25,425.76,437.96,425.18,5514016,436.13
970,2020,25,441.82,450.46,439.22,6529568,447.77
969,2020,25,448.73,452.76,442.8,4277627,449.87
968,2020,25,449.12,453.97,445.6,5933651,453.72
967,2020,26,455.01,468.59,454.21,6272105,468.04
966,2020,26,466.5,474.01,464.5,5948436,466.26
965,2020,26,468.54,472.36,454.0,4826191,457.85
964,2020,26,458.86,467.01,454.0,4134513,465.91
963,2020,26,466.39,468.03,442.24,6804726,443.4
962,2020,27,445.23,447.67,432.14,4843978,447.24
961,2020,27,450.02,457.59,447.0,4198545,455.04
960,2020,27,454.0,488.23,454.0,9705870,485.64
959,2020,27,485.64,492.28,475.5258,6351485,476.89
958,2020,28,480.77,499.5,479.8,7838990,493.81
957,2020,28,497.311,504.82,490.83,5669870,493.16
956,2020,28,498.576,505.1,493.81,5691682,502.78
955,2020,28,508.4,510.0,495.78,5840541,507.76
954,2020,28,519.73,555.8799,511.28,21605590,548.73
953,2020,29,567.98,575.37,520.96,18399020,525.5
952,2020,29,517.08,525.5,490.49,15083300,524.88
951,2020,29,516.3,529.0,510.18,10066650,523.26
950,2020,29,526.48,535.54,504.3627,24498990,527.39
949,2020,29,494.87,503.59,484.14,24991350,492.99
948,2020,30,489.14,504.5,484.2001,11940310,502.41
947,2020,30,506.0,506.22,488.61,9127218,490.1
946,2020,30,492.19,497.2,487.2,6954078,489.82
945,2020,30,491.13,491.9,472.0201,7722034,477.58
944,2020,30,468.77,487.17,467.54,7746247,480.45
943,2020,31,484.51,496.92,482.31,7863069,495.65
942,2020,31,496.02,497.7927,487.7601,5986727,488.51
941,2020,31,492.25,494.92,484.13,6611769,484.48
940,2020,31,480.7072,488.35,477.5101,6608569,485.8
939,2020,31,488.29,494.8,484.5,5924310,488.88
938,2020,32,490.86,503.09,490.23,5876190,498.62
937,2020,32,498.65,510.4436,498.65,5607968,509.64
936,2020,32,508.68,510.1021,501.2,4313526,502.11
935,2020,32,504.11,510.82,498.7,3725861,509.08
934,2020,32,505.45,508.29,486.68,5910348,494.73
933,2020,33,493.35,497.4584,478.6269,4691185,483.38
932,2020,33,479.75,480.92,466.55,7329226,466.93
931,2020,33,471.34,482.49,470.18,5441243,475.47
930,2020,33,478.4,484.45,476.45,3008933,481.33
929,2020,33,482.82,488.325,480.21,2943487,482.68
928,2020,34,484.19,486.24,479.1,2423545,482.35
927,2020,34,484.35,495.3,482.8,3505518,491.87
926,2020,34,493.93,494.4985,483.5,3156218,484.53
925,2020,34,484.69,498.94,483.89,5132480,497.9
924,2020,34,496.46,498.13,490.0,3921293,492.31
923,2020,35,495.438,501.0,483.16,4762183,488.81
922,2020,35,488.19,492.47,485.09,5727721,490.58
921,2020,35,492.5,549.04,492.075,20373680,547.53
920,2020,35,537.775,541.0,521.2471,9062912,526.27
919,2020,35,532.0,539.0,522.0,4417517,523.89
918,2020,36,521.16,531.99,517.58,4941409,529.56
917,2020,36,532.6,557.3895,532.45,9581907,556.55
916,2020,36,553.78,556.5,537.369,5886930,552.84
915,2020,36,545.0,554.0,521.32,9071089,525.75
914,2020,36,520.18,527.36,485.98,8270118,516.05
913,2020,37,498.4,522.0,495.0,5572684,507.02
912,2020,37,519.21,520.0,492.5743,6848127,500.19
911,2020,37,503.35,506.29,478.84,6240181,480.67
910,2020,37,486.485,493.73,476.81,5035200,482.03
909,2020,38,480.62,488.99,471.3001,7359126,476.26
908,2020,38,484.0,497.47,481.63,5336992,495.99
907,2020,38,499.99,504.66,483.31,4401412,483.86
906,2020,38,475.16,478.4,463.27,5379301,470.2
905,2020,38,472.51,479.4,458.6,6717711,469.96
904,2020,39,467.692,487.775,466.32,5457539,487.35
903,2020,39,489.01,491.82,479.26,3482324,491.17
902,2020,39,491.04,491.04,469.0,3726423,470.61
901,2020,39,470.53,477.0,467.82,3727201,473.08
900,2020,39,474.39,484.87,468.0258,3769436,482.88
899,2020,40,489.109,492.0,477.88,4773497,490.65
898,2020,40,489.5,496.2868,486.53,3543193,493.48
897,2020,40,492.57,504.63,489.2704,4634111,500.03
896,2020,40,506.03,529.55,503.6,8153710,527.51
895,2020,40,516.43,526.3714,502.7,6071165,503.06
894,2020,41,506.8,520.99,501.6997,4088069,520.65
893,2020,41,518.72,521.82,504.16,4199034,505.87
892,2020,41,518.0,536.49,515.815,7988683,534.66
891,2020,41,533.48,535.0,524.15,5386488,531.79
890,2020,41,537.834,544.28,535.0,4781259,539.44
889,2020,42,548.81,551.81,538.24,5391074,539.81
888,2020,42,540.56,557.65,537.2,5602498,554.09
887,2020,42,562.61,572.49,541.0,9510081,541.45
886,2020,42,545.52,551.22,535.1,5113126,541.94
885,2020,42,549.5,554.33,530.03,6347363,530.79
884,2020,43,537.07,541.8,525.38,7567506,530.72
883,2020,43,528.14,533.78,522.26,10047180,525.42
882,2020,43,501.03,506.85,488.25,17405710,489.05
881,2020,43,494.69,495.14,482.0,6997922,485.23
880,2020,43,488.11,490.06,481.35,4927862,488.28
879,2020,44,487.025,496.82,478.9,6186087,488.24
878,2020,44,490.01,490.49,482.93,3627175,488.93
877,2020,44,486.36,494.0,483.28,5992731,486.24
876,2020,44,488.5,513.8999,479.34,11120690,504.21
875,2020,44,502.01,505.88,472.21,7813897,475.74
874,2020,45,478.87,486.3,475.0,4408193,484.12
873,2020,45,484.93,495.305,478.76,3690213,487.22
872,2020,45,495.36,507.73,493.98,5137330,496.95
871,2020,45,506.56,518.7337,503.45,5372781,513.76
870,2020,45,515.0,515.21,502.51,4236349,514.73
869,2020,46,485.54,495.85,467.26,10419680,470.5
868,2020,46,470.95,484.6,463.41,8306142,480.24
867,2020,46,483.0,491.68,478.26,5460532,490.76
866,2020,46,491.0,496.52,480.4255,5071155,486.77
865,2020,46,486.77,488.94,477.8,3006510,482.84
864,2020,47,480.0,485.58,477.3,3953563,479.1
863,2020,47,480.12,487.51,478.8525,3698082,480.63
862,2020,47,481.95,488.61,477.7212,3629237,481.79
861,2020,47,482.0,487.8,480.47,2254653,484.67
860,2020,47,485.22,494.76,481.57,4255924,488.24
859,2020,48,490.46,491.15,475.84,5416571,476.62
858,2020,48,478.84,484.05,475.89,3557894,482.88
857,2020,48,485.13,486.9,478.919,3598629,485.0
856,2020,48,486.58,493.25,481.845,2805762,491.36
855,2020,49,490.08,492.55,481.2678,3530940,490.7
854,2020,49,492.3404,509.47,491.9812,5063234,504.58
853,2020,49,501.62,506.795,493.5,3028358,503.38
852,2020,49,502.99,508.77,496.04,2826116,497.52
851,2020,49,497.5,504.5,493.64,3666243,498.31
850,2020,50,500.01,517.76,497.77,4289293,515.78
849,2020,50,517.9,521.4909,505.55,4228950,512.66
848,2020,50,510.53,514.5,491.29,4178768,493.6
847,2020,50,494.56,503.77,492.91,3018203,501.09
846,2020,50,495.0,503.34,494.85,3210928,503.22
845,2020,51,505.44,524.1603,501.18,5770424,522.42
